,Clasp material,Ref. No.,Bracelet color,url,Gender,Brand,Bracelet material,Availability,Clasp,Case material,Location,Year,Price,Condition,Movement
With papers,,3919R,,http://www.chrono24.com/patekphilippe/18k-rose-gold-rome-dial-3919-r-manual-winding--id2990791.htm,Men's watch/Unisex,Patek Philippe,Leather,Available now,,Pink gold,"Hong Kong SAR, Mong Kok, Kowloon",,,2 (fine),Manual winding
With papers,,7134G-001,Brown,http://www.chrono24.com/patekphilippe/complications-calatrava-travel-white-gold-diamonds-watch--id5214446.htm,Ladies' watch,Patek Philippe,Leather,Available now,,White gold,"UAE, Gold and Diamond Park Bulding #5 Dubai",,,0 (unworn),Manual winding
With papers,,5135G,Black,http://www.chrono24.com/patekphilippe/watch-gondolo-5135g--id5735808.htm,Men's watch/Unisex,Patek Philippe,Crocodile skin,Available now,Buckle,White gold,"United Kingdom, London",2007,,1 (mint),Automatic
With papers,,,,http://www.chrono24.com/patekphilippe/51671a-001--id4695048.htm,,Patek Philippe,,Available now,,,"Hong Kong SAR, 香港尖沙咀",,,0 (unworn),
With papers,,5167R,,http://www.chrono24.com/patekphilippe/aquanaut--id5335114.htm,,Patek Philippe,,Available now,,Red gold,"Austria, Wien",2014,,1 (mint),Automatic
,Yellow gold,5110J,Black,http://www.chrono24.com/patekphilippe/world-time-5110j-18k-yellow-gold--id4526751.htm,Men's watch/Unisex,Patek Philippe,Leather,Available now,"Fold clasp, hidden",Yellow gold,"United Kingdom, London",,,,Automatic
With papers,Yellow gold,4119/1,Gold,http://www.chrono24.com/patekphilippe/lady-oro-giallo-18k--id5453121.htm,Ladies' watch,Patek Philippe,Yellow Gold,Available now,,Yellow gold,"United Kingdom, London",1972,,1 (mint),Manual winding
With papers,,5723/1R-010,,http://www.chrono24.com/patekphilippe/patek-philippe-57231r-010-nautilus-rose-gold-diamond-bezel--id4640803.htm,Men's watch/Unisex,Patek Philippe,Pink Gold,Available now,,Pink gold,"UAE, Al Wasl, Jumeira 1, Dubai",,"$115,900 [Negotiable]",0 (unworn),Automatic
With papers,White Gold,5524G-001,Brown,http://www.chrono24.com/patekphilippe/5524g-calatrava-pilot-travel-time-single-seal--id4302985.htm,Men's watch/Unisex,Patek Philippe,Leather,Available now,Buckle,White gold,"Hong Kong SAR, +852 9339 1858",2016,"$52,200",0 (unworn),Automatic
With papers,White Gold,A6561,Black,http://www.chrono24.com/patekphilippe/5054g--id4771110.htm,Men's watch/Unisex,Patek Philippe,Crocodile skin,Available now,Buckle,White gold,"Taiwan, 台北市信義區www.watchart.com",,,2 (fine),Automatic
With papers,,,,http://www.chrono24.com/patekphilippe/5296g-010--id4695072.htm,,Patek Philippe,,Available now,,,"Hong Kong SAR, 香港尖沙咀",,,0 (unworn),
With papers,,5271P,,http://www.chrono24.com/patekphilippe/perpetual-chrono--id5328220.htm,,Patek Philippe,,Available now,,,"Singapore, Singapore",2016,,0 (unworn),
With papers,Platinum,5111PR-001,Black,http://www.chrono24.com/patekphilippe/gondolo--id5039620.htm,Men's watch/Unisex,Patek Philippe,Crocodile skin,Available now,Buckle,Platinum,"Russia, Москва",2008,"$17,900",1 (mint),Manual winding
With papers,Yellow gold,A7734,Black,http://www.chrono24.com/patekphilippe/5500--id4715834.htm,Men's watch/Unisex,Patek Philippe,Crocodile skin,Available now,Buckle,Yellow gold,"Taiwan, 台北市信義區",,,1 (mint),Manual winding
With papers,,5711/1A-011,,http://www.chrono24.com/patekphilippe/nautilus-ref-57111a-011--id5612855.htm,Men's watch/Unisex,Patek Philippe,Steel,Available now,,Steel,"United Kingdom, Kingston Upon Hull",2016,,1 (mint),Automatic
With papers,,,,http://www.chrono24.com/patekphilippe/5146g--id4972742.htm,,Patek Philippe,,Available now,,,"Hong Kong SAR, 香港尖沙咀",,,0 (unworn),
With papers,White Gold,5712 G,,http://www.chrono24.com/patekphilippe/nautilus--id1299000.htm,,Patek Philippe,Crocodile skin,Available now,Fold clasp,White gold,"Germany, Heilbronn",11/2015,,1 (mint),Automatic
With papers,Yellow gold,AA2582,Black,http://www.chrono24.com/patekphilippe/5134j-001--id4768358.htm,Men's watch/Unisex,Patek Philippe,Crocodile skin,Available now,Fold clasp,Yellow gold,"Taiwan, 台北市信義區www.watchart.com",2007,,1 (mint),Manual winding
With papers,,,,http://www.chrono24.com/patekphilippe/6104g--id4213020.htm,,Patek Philippe,,Available now,,,"Hong Kong SAR, 香港尖沙咀",,,0 (unworn),
With papers,,4920g-001,,http://www.chrono24.com/patekphilippe/twenty4-ref-4920g-001--id5366074.htm,Ladies' watch,Patek Philippe,Plastic,Available now,Buckle,,"Germany, München",2014,,1 (mint),Quartz
With papers,,,,http://www.chrono24.com/patekphilippe/5196p-001--id4694321.htm,,Patek Philippe,,Available now,,,"Hong Kong SAR, 香港尖沙咀",,,0 (unworn),
With papers,Steel,5726 /1A-001,Steel,http://www.chrono24.com/patekphilippe/nautilus-annual-calendar---steel-bracelet--id5690539.htm,,Patek Philippe,Steel,Available now,Fold clasp,Steel,"Germany, Nürnberg",05/2016,,1 (mint),Automatic
,,5940 J,,http://www.chrono24.com/patekphilippe/quantieme-perpetuel-5940-j-full-set-2014--id4645269.htm,,Patek Philippe,Crocodile skin,Available now,,Yellow gold,"Switzerland, Geneva",2014,,,Automatic
With papers,,7010R-010,,http://www.chrono24.com/patekphilippe/nautilus-rose-gold--id5625654.htm,,Patek Philippe,Leather,Available now,,Pink gold,"Russia, Moscow",,"$24,700",0 (unworn),Automatic
With papers,,4830J,,http://www.chrono24.com/patekphilippe/ellipse-lady--id5683176.htm,Ladies' watch,Patek Philippe,Crocodile skin,Available now,,Yellow gold,"Russia, Москва",,"$4,500",1 (mint),Automatic
With papers,,,,http://www.chrono24.com/patekphilippe/491010a-001--id4694598.htm,,Patek Philippe,,Available now,,,"Hong Kong SAR, 香港尖沙咀",,,0 (unworn),
With papers,Steel,5711/1A-011,Steel,http://www.chrono24.com/patekphilippe/nautilus-white-dial-stainless-steel-40mm--id5473551.htm,Men's watch/Unisex,Patek Philippe,Steel,Available now,Fold clasp,Steel,"Japan, (Osaka)  Tokyo / Kobe",2014,,1 (mint),Automatic
With papers,,5496R-001,,http://www.chrono24.com/patekphilippe/patek-philippe-grand-complications-5496r-001--id4695617.htm,Men's watch/Unisex,Patek Philippe,Crocodile skin,Available now,,Pink gold,"Hong Kong SAR, 852",,,0 (unworn),Automatic
With papers,,,,http://www.chrono24.com/patekphilippe/5159g-001--id4690730.htm,,Patek Philippe,,Available now,,,"Hong Kong SAR, 香港尖沙咀",,,0 (unworn),
With papers,,5930g,,http://www.chrono24.com/patekphilippe/worldtime-5930g--id5430224.htm,Men's watch/Unisex,Patek Philippe,Leather,Available now,,White gold,"Australia, Dubai",2016,"$67,000",0 (unworn),
New,,,,http://www.chrono24.com/patekphilippe/5131r--id4188904.htm,,Patek Philippe,,Available now,,Pink gold,"Hong Kong SAR, HONGKONG",2016,,0 (unworn),Manual winding
With papers,,5726A-001,Black,http://www.chrono24.com/patekphilippe/nautilus-5726a-001-steel-watch--id5200755.htm,Men's watch/Unisex,Patek Philippe,Leather,Available now,,Steel,"UAE, Gold and Diamond Park Bulding #5 Dubai",2017,,0 (unworn),Automatic
With papers,Yellow gold,5146J-001,Brown,http://www.chrono24.com/patekphilippe/patek-philippe---id4310386.htm,Men's watch/Unisex,Patek Philippe,Leather,Available now,Fold clasp,Yellow gold,"Taiwan, Kaohsiung",,,2 (fine),Automatic
With papers,,,,http://www.chrono24.com/patekphilippe/5971p--id5343862.htm,,Patek Philippe,,Available now,,,"Hong Kong SAR, 香港尖沙咀",,,0 (unworn),
With papers,,4897G-001,,http://www.chrono24.com/patekphilippe/special-deal-calatrava-ladies-4897g-001retailhk214700--id4159520.htm,Ladies' watch,Patek Philippe,,Ready to ship in 3-5 days,,White gold,Hong Kong SAR,,,0 (unworn),Manual winding
With papers,,6000G-010,,http://www.chrono24.com/patekphilippe/new-calatrava-automatic-grey-dial-18kt-white-gold-6000g-010--id3539789.htm,Men's watch/Unisex,Patek Philippe,Leather,Ready to ship in 3-5 days,,White gold,Hong Kong SAR,,,0 (unworn),
With papers,,4968G-001,,http://www.chrono24.com/patekphilippe/new-moon-phase-4968g-white-gold-retailhk407400--id3633336.htm,Men's watch/Unisex,Patek Philippe,Crocodile skin,Ready to ship in 3-5 days,,White gold,Hong Kong SAR,,,0 (unworn),Manual winding
With papers,,,,http://www.chrono24.com/patekphilippe/horomaster-5196g-white-gold-men-calatrava-37mm--id5065119.htm,,Patek Philippe,Crocodile skin,Available now,,White gold,"Hong Kong SAR, Kowloon",,,0 (unworn),Manual winding
With papers,,PP6102R-001,,http://www.chrono24.com/patekphilippe/6102r-celestial-rose-gold-mens-watch-new--id4069748.htm,Men's watch/Unisex,Patek Philippe,Crocodile skin,Ready to ship in 6-10 days,,Pink gold,"Hong Kong SAR, North Point",,,0 (unworn),Automatic
With papers,Yellow gold,5115J-001,Black,http://www.chrono24.com/patekphilippe/calatrava-in-oro-giallo-quadrsmalto-ref-5115--id4221660.htm,Men's watch/Unisex,Patek Philippe,Crocodile skin,Available now,Buckle,Yellow gold,"Italy, Riccione",,price on request,1 (mint),Manual winding
With papers,,,Black,http://www.chrono24.com/patekphilippe/5724r-001--id5652075.htm,Men's watch/Unisex,Patek Philippe,Crocodile skin,Available now,,Pink gold,"Hong Kong SAR, Tsim Sha Tsui, Kowloon",2016,,0 (unworn),Automatic
With papers,,5153J-001,,http://www.chrono24.com/patekphilippe/calatrava--id4369425.htm,Men's watch/Unisex,Patek Philippe,Crocodile skin,Available now,,Pink gold,"Lithuania, VILNIUS",2016,price on request,0 (unworn),Automatic
,Steel,3581,Black,http://www.chrono24.com/patekphilippe/golden-ellipse-vintage--id4307685.htm,,Patek Philippe,Leather,Available now,Buckle,Yellow gold,"Germany, München",1970,,1 (mint),Manual winding
With box,,570,Black,http://www.chrono24.com/patekphilippe/calatrava-vintage-ref570-yellow-gold--id3501691.htm,Men's watch/Unisex,Patek Philippe,Crocodile skin,Available now,Buckle,Yellow gold,"Portugal, Lisboa",50's,,1 (mint),Manual winding
,,3856,Black,http://www.chrono24.com/patekphilippe/gondolo--18k-yellow-gold-3856-gold-sigma-dial--id5716616.htm,Men's watch/Unisex,Patek Philippe,Leather,Available now,Buckle,Yellow gold,"Greece, Athens",1980,,1 (mint),Quartz
With papers,Yellow gold,ref  4226,Black,http://www.chrono24.com/patekphilippe/elipse--id4467692.htm,Ladies' watch,Patek Philippe,Crocodile skin,Available now,Buckle,Yellow gold,"Italy, Modena",1980,,1 (mint),Manual winding
,,Gondolo,,http://www.chrono24.com/patekphilippe/pocket-watch-pocket-model-gondolo-in-silver--id2012984.htm,Men's watch/Unisex,Patek Philippe,,Available now,,Silver,"Portugal, Lisboa",1908,,2 (fine),Manual winding
With papers,Platinum,5961P-001,Blue,http://www.chrono24.com/patekphilippe/5961p-001-complications-men--id2973188.htm,Men's watch/Unisex,Patek Philippe,Crocodile skin,Available now,Fold clasp,Platinum,"Switzerland, Geneva  (www.k2luxury.ch)",2016,"$107,500",0 (unworn),Manual winding
With papers,Yellow gold,5111J-001,Brown,http://www.chrono24.com/patekphilippe/gondolo-18-kt-yellow-gold-full-set--id5630869.htm,Men's watch/Unisex,Patek Philippe,Leather,Available now,Buckle,Yellow gold,"Spain, L'Hospitalet",2008,,1 (mint),Manual winding
With papers,White Gold,3445 G,,http://www.chrono24.com/patekphilippe/vintage-3445g-oro-bianco--id4788384.htm,Men's watch/Unisex,Patek Philippe,Crocodile skin,Available now,Buckle,White gold,"Italy, Riccione",1964,price on request,1 (mint),Automatic
With box,,5146,,http://www.chrono24.com/patekphilippe/annuale-oro-bianco--id5571670.htm,,Patek Philippe,Leather,Available now,,White gold,"Italy, Seriate  (BG)",2005,,1 (mint),Automatic
With papers,,5980R-001,,http://www.chrono24.com/patekphilippe/nautilus-5980r-rose-gold-chronograph--id5609372.htm,Men's watch/Unisex,Patek Philippe,Leather,Available now,,Pink gold,"United Kingdom, London",2017,,0 (unworn),Automatic
With papers,Yellow gold,5040j,Brown,http://www.chrono24.com/patekphilippe/5040j--id3117146.htm,Men's watch/Unisex,Patek Philippe,Crocodile skin,Available now,Buckle,Yellow gold,Italy,1993,,1 (mint),Automatic
With papers,Platinum,5960P,,http://www.chrono24.com/patekphilippe/annual-calendar-chronograph-platinum--id5611799.htm,Men's watch/Unisex,Patek Philippe,Leather,Available now,Buckle,Platinum,"Spain, Marbella",2007,,1 (mint),Automatic
With box,Yellow gold,4900,Brown,http://www.chrono24.com/patekphilippe/pagoda-4900-commemorative-1997-yg--id5628286.htm,Ladies' watch,Patek Philippe,Crocodile skin,Available now,Buckle,Yellow gold,"United Kingdom, London",1997,,1 (mint),Manual winding
,Yellow gold,,Yellow,http://www.chrono24.com/patekphilippe/patek-philippe-classique-vintage-carre-full-yellow--id5266074.htm,Men's watch/Unisex,Patek Philippe,Yellow Gold,Available now,Double-fold clasp,Yellow gold,France,1975,,3 (fair),Manual winding
With box,Yellow gold,Ref. 3544,Black,http://www.chrono24.com/patekphilippe/geneve-trucci--18ct-yellow-gold--id2367753.htm,Men's watch/Unisex,Patek Philippe,Leather,Available now,Buckle,Yellow gold,"Greece, GLYFADA",,,2 (fine),Manual winding
With papers,Pink Gold,5167R-001,Black,http://www.chrono24.com/patekphilippe/best-price-aquanaut-rose-gold-5167r-001--id5714476.htm,Men's watch/Unisex,Patek Philippe,Rubber,Available now,Double-fold clasp,Pink gold,"Finland, Helsinki",2014,,1 (mint),Automatic
With box,Pink Gold,7099R,Brown,http://www.chrono24.com/patekphilippe/gondolo-new-ref-7099r-np--101600---id5453409.htm,Ladies' watch,Patek Philippe,Crocodile skin,Available now,Buckle,Pink gold,"Netherlands, Maastricht",2016,,0 (unworn),Manual winding
With papers,Steel,5980R-001,Steel,http://www.chrono24.com/patekphilippe/nautilus-gold-rose-chronograph-new--id3956317.htm,Men's watch/Unisex,Patek Philippe,Crocodile skin,Available now,Double-fold clasp,Pink gold,"Italy, Roma",,,0 (unworn),Automatic
With papers,,3588/2,,http://www.chrono24.com/patekphilippe/calatrava--id2291866.htm,Men's watch/Unisex,Patek Philippe,White Gold,Available now,,White gold,"France, Nice",1971,,1 (mint),Automatic
With papers,,6102R-001,Black,http://www.chrono24.com/patekphilippe/rose-gold-grand-complications--id4468007.htm,Men's watch/Unisex,Patek Philippe,Crocodile skin,Available now,Fold clasp,Pink gold,"Gibraltar, Gibraltar",2016,,0 (unworn),Automatic
With papers,,5107R,,http://www.chrono24.com/patekphilippe/patek-philippe-calatrava-ref-5107r--id5029999.htm,,Patek Philippe,,Available now,,Pink gold,"Italy, Roma",2005,,1 (mint),Automatic
With papers,Yellow gold,5975J,Brown,http://www.chrono24.com/patekphilippe/175-anniversary--id3610150.htm,Men's watch/Unisex,Patek Philippe,Crocodile skin,Available now,,Yellow gold,"Spain, Marbella",,,0 (unworn),Automatic
,,,,http://www.chrono24.com/patekphilippe/pocket-watch-pocket-watch-18k-gold--id3342440.htm,Men's watch/Unisex,Patek Philippe,,Available now,,Pink gold,"Spain, Madrid",,,1 (mint),Automatic
,,3420,Black,http://www.chrono24.com/patekphilippe/calatrava--id5241482.htm,Men's watch/Unisex,Patek Philippe,Leather,Available now,Buckle,Yellow gold,Switzerland,1961,,2 (fine),Manual winding
With papers,Pink Gold,5054,Blue,http://www.chrono24.com/patekphilippe/power-reserve-moonphase-18k-rose-gold--id5241208.htm,,Patek Philippe,Crocodile skin,Available now,Fold clasp,Pink gold,"Netherlands, BREDA",2000,,2 (fine),Automatic
With papers,Gold/Steel,5712GR-001,Brown,http://www.chrono24.com/patekphilippe/nautilus-5712gr-001--id5234772.htm,Men's watch/Unisex,Patek Philippe,Leather,Available now,Fold clasp,White gold,"Germany, Berlin",,,1 (mint),Automatic
With box,White Gold,,Red,http://www.chrono24.com/patekphilippe/elipse-white-gold--id3959382.htm,Ladies' watch,Patek Philippe,Crocodile skin,Available now,Jewelry clasp,White gold,"Spain, Barcelona",,,1 (mint),Quartz
With papers,,,,http://www.chrono24.com/patekphilippe/pendulette-solaire--desk-clock--id5532232.htm,,Patek Philippe,,Available now,,,"France, Paris/France/Europe/Monde",1970,,2 (fine),
With papers,Yellow gold,4310J,Black,http://www.chrono24.com/patekphilippe/lady-elipse-diamonds--id4125734.htm,Men's watch/Unisex,Patek Philippe,Crocodile skin,Available now,Jewelry clasp,Yellow gold,"Spain, Barcelona",,,1 (mint),Quartz
,,pat27,,http://www.chrono24.com/patekphilippe/tank-1920-oversize-breguet-number--id5128818.htm,,Patek Philippe,Leather,Available now,,Silver,"France, Paris",1927,,1 (mint),Manual winding
With papers,,5227G-010,,http://www.chrono24.com/patekphilippe/calatrava-white-gold-39mm--id5113868.htm,Men's watch/Unisex,Patek Philippe,Crocodile skin,Available now,,White gold,"United Kingdom, London",2016,,0 (unworn),Automatic
With papers,,3848,,http://www.chrono24.com/patekphilippe/ellipse-dor--id4833702.htm,,Patek Philippe,Leather,Available now,,Yellow gold,"Germany, München",1987,,1 (mint),Manual winding
,Yellow gold,2591,Brown,http://www.chrono24.com/patekphilippe/rare-and-impressive-calatrava-disco-volante--id5584557.htm,Men's watch/Unisex,Patek Philippe,Crocodile skin,Available now,Buckle,Yellow gold,"Belgium, Bruxelles",1961,,1 (mint),Manual winding
With papers,Pink Gold,5101r,Brown,http://www.chrono24.com/patekphilippe/tourbillon--10-days--ref-5101r---18-karat-rosegold---boxpapiere---deutschland---neuwertig---aaw--id4579809.htm,Men's watch/Unisex,Patek Philippe,Leather,Available now,Fold clasp,Pink gold,"Germany, Frankfurt am Main",,,1 (mint),Manual winding
,,,,http://www.chrono24.com/patekphilippe/geneve--id5529773.htm,,Patek Philippe,Leather,Available now,,Red gold,"Germany, München",1949,,1 (mint),Manual winding
With papers,,5976/1G,,http://www.chrono24.com/patekphilippe/nautilus-40th-anniversary-limited-edition--id5380584.htm,Men's watch/Unisex,Patek Philippe,White Gold,Available now,,White gold,"United Kingdom, London",2016,,0 (unworn),Automatic
,,,Bordeaux,http://www.chrono24.com/patekphilippe/pcket-watch-movement--inox-case--id4971085.htm,Men's watch/Unisex,Patek Philippe,Leather,Available now,Buckle,,"Hungary, Budapest",1905 -1910,,3 (fair),Manual winding
With papers,Pink Gold,5396-1R-010,Gold,http://www.chrono24.com/patekphilippe/annual-calendar-5396-1r-010--id5436679.htm,Men's watch/Unisex,Patek Philippe,Pink Gold,Available now,Double-fold clasp,Pink gold,"Gibraltar, Gibraltar",2016,"$56,950",0 (unworn),Automatic
With papers,Pink Gold,5196R-001,Brown,http://www.chrono24.com/patekphilippe/calatrava-5196-rose-gold--id5530271.htm,,Patek Philippe,Leather,Available now,Buckle,Pink gold,"Italy, Bologna",2008,,1 (mint),Manual winding
With papers,White Gold,5296G-010,Black,http://www.chrono24.com/patekphilippe/5296g-010-calatrava-automatic-white-gold-white-dial--id4415076.htm,Men's watch/Unisex,Patek Philippe,Crocodile skin,Available now,Buckle,White gold,"Hong Kong SAR, Causeway Bay",2017,price on request,0 (unworn),Automatic
With box,Yellow gold,3992J,Brown,http://www.chrono24.com/patekphilippe/calatrava---ref-3992j--id5335278.htm,,Patek Philippe,Crocodile skin,Available now,Buckle,Yellow gold,"Spain, Barcelona",1991,,2 (fine),Automatic
,,4110-1,Gold,http://www.chrono24.com/patekphilippe/ladies-solid-18k-yellow-gold-watch-ref-4110---1-from-1970-2091--id5623032.htm,Men's watch/Unisex,Patek Philippe,Yellow Gold,Available now,,Yellow gold,"Switzerland, Zürich",Year,"$4,600",1 (mint),Manual winding
With papers,,5712R,,http://www.chrono24.com/patekphilippe/nautilus-or-rose-sur-cuir-ref-5712r-bp-2007--id5658182.htm,Men's watch/Unisex,Patek Philippe,Leather,Available now,,Pink gold,"France, TOULON",2007,price on request,1 (mint),Automatic
With papers,Yellow gold,3520,Black,http://www.chrono24.com/patekphilippe/calatrava-ref-3520---18-karat-gelbgold---boxpapiere---bj-061997---aaw--id4579649.htm,Men's watch/Unisex,Patek Philippe,Leather,Available now,Buckle,Yellow gold,"Germany, Frankfurt am Main",,,1 (mint),Manual winding
With papers,,5022,Black,http://www.chrono24.com/patekphilippe/calatrava--id4753179.htm,Men's watch/Unisex,Patek Philippe,Leather,Available now,,Platinum,"France, Paris",1997,price on request,1 (mint),Manual winding
,White Gold,ref. 2594,Brown,http://www.chrono24.com/patekphilippe/2594-white-gold--id2951223.htm,,Patek Philippe,Crocodile skin,Available now,Buckle,White gold,"Netherlands, Amsterdam",1959,,2 (fine),Manual winding
With papers,,5713/1G,,http://www.chrono24.com/patekphilippe/nautilus-57131g--id4579065.htm,,Patek Philippe,White Gold,Available now,,White gold,"Italy, Roma",,price on request,0 (unworn),Automatic
,,4860j - 001,Black,http://www.chrono24.com/patekphilippe/uhr-calatrava-750er-gelbgold-damen-ref-4860j-001--id5682776.htm,Ladies' watch,Patek Philippe,Crocodile skin,Available now,Buckle,Yellow gold,"Germany, Weißenbrunn",2002,,1 (mint),Manual winding
With papers,Pink Gold,5116R-001,Black,http://www.chrono24.com/patekphilippe/5116r-001-calatrava-enamel-dial-mechanical-rose-gold--id3203456.htm,Men's watch/Unisex,Patek Philippe,Crocodile skin,Available now,Buckle,Pink gold,"Hong Kong SAR, Causeway Bay",2017,price on request,0 (unworn),
With papers,Yellow gold,3970J,Brown,http://www.chrono24.com/patekphilippe/cronografo-calendario-perpetuo-fasi-luna-in-oro-giallo-3970--id4024773.htm,Men's watch/Unisex,Patek Philippe,Crocodile skin,Available now,Buckle,Yellow gold,"Italy, Riccione",,price on request,1 (mint),Manual winding
With papers,Steel,,Black,http://www.chrono24.com/patekphilippe/nautilus-5726-1a--id3037824.htm,Men's watch/Unisex,Patek Philippe,Leather,Available now,Double-fold clasp,Steel,"France, Lyon",2012,,1 (mint),Automatic
With papers,,5070R-001,,http://www.chrono24.com/patekphilippe/perpetual-calendar-moon-phase-5970r-001--id4853229.htm,,Patek Philippe,,Available now,,Pink gold,"Monaco, Monaco",2007,,1 (mint),
With papers,White Gold,5180/1g-010,,http://www.chrono24.com/patekphilippe/complication-skeleton--id5051637.htm,,Patek Philippe,White Gold,Available now,Fold clasp,White gold,"Switzerland, St.Gallen",2016,,0 (unworn),Manual winding
With papers,,5164R-001,,http://www.chrono24.com/patekphilippe/aquanaut--id4754418.htm,Men's watch/Unisex,Patek Philippe,Rubber,Available now,,Pink gold,"Lithuania, VILNIUS",2016,price on request,0 (unworn),Automatic
With papers,,4700/53,,http://www.chrono24.com/patekphilippe/nautilus-lady-gold-diamonds-ref4700--id5144587.htm,Ladies' watch,Patek Philippe,Yellow Gold,Available now,,Yellow gold,"Italy, Modena",1991,,1 (mint),Quartz
,Yellow gold,3563-3-2706220,Gold,http://www.chrono24.com/patekphilippe/calatrava-3563-automatic-back-winding--id5716207.htm,Men's watch/Unisex,Patek Philippe,Yellow Gold,Available now,Fold clasp,Yellow gold,"Netherlands, Goirle",1979,,1 (mint),Automatic
With papers,Platinum,5960p,Brown,http://www.chrono24.com/patekphilippe/perpetual-calendar--id2823595.htm,,Patek Philippe,Crocodile skin,Available now,Fold clasp,Platinum,"Malta, Valletta",2009,,1 (mint),Automatic
With papers,White Gold,3919,Black,http://www.chrono24.com/patekphilippe/patek-philippe--750er-gold-uhr-von-1995-zertifikat-ref3919--id4965044.htm,Men's watch/Unisex,Patek Philippe,Leather,Available now,Buckle,White gold,"Germany, Hamburg",1995,,1 (mint),Manual winding
,,0004,,http://www.chrono24.com/patekphilippe/pocket-watch-patel-philippe-18k-hunter-cased-pocket-watch-33827--id5027657.htm,Men's watch/Unisex,Patek Philippe,,Available now,,Yellow gold,"United Kingdom, London",,,3 (fair),Manual winding
,,briarwood,,http://www.chrono24.com/patekphilippe/quartz-ships-clock--id4970699.htm,,Patek Philippe,,Available now,,,"Italy, Bologna",,,1 (mint),Quartz
With papers,Yellow gold,3748/1,,http://www.chrono24.com/patekphilippe/patek-philippe-ellisse-elipse-ref-37481-revisionato-patek--id3324176.htm,,Patek Philippe,Yellow Gold,Available now,,Yellow gold,"Italy, Rassina",1985,,1 (mint),Manual winding
With papers,White Gold,5014G-001,Black,http://www.chrono24.com/patekphilippe/gondolo-oro-bianco-ref-5014g--id2246158.htm,Men's watch/Unisex,Patek Philippe,Crocodile skin,Available now,Buckle,White gold,"Italy, Riccione",,price on request,1 (mint),Manual winding
,,,,http://www.chrono24.com/patekphilippe/pocket-watch-geneve--id3118963.htm,,Patek Philippe,,Available now,,Yellow gold,"Germany, München",1904,price on request,1 (mint),Manual winding
,Yellow gold,,Gold,http://www.chrono24.com/patekphilippe/geneve--id5100580.htm,,Patek Philippe,,Available now,Fold clasp,,"Netherlands, Klaaswaal",,,1 (mint),Manual winding
With papers,,5196P,Black,http://www.chrono24.com/patekphilippe/calatrava-platinum--id5382959.htm,Men's watch/Unisex,Patek Philippe,Crocodile skin,Available now,Double-fold clasp,Platinum,"France, Paris",2004,price on request,1 (mint),Automatic
With papers,,3970P,,http://www.chrono24.com/patekphilippe/chrono-perpetuale-platino--id4068903.htm,,Patek Philippe,,Available now,,Platinum,"Italy, Parma",2006,price on request,1 (mint),Manual winding
With papers,,3919J,,http://www.chrono24.com/patekphilippe/calatrava-ref-3919j---with-box--papers---amazing-set--id4688078.htm,,Patek Philippe,Crocodile skin,Available now,,Yellow gold,"Poland, Warszawa",,,1 (mint),Manual winding
With papers,,5136,,http://www.chrono24.com/patekphilippe/5136-g-calendario-perpetuo--id4788383.htm,Men's watch/Unisex,Patek Philippe,White Gold,Available now,,White gold,"Italy, Riccione",2005,price on request,1 (mint),Automatic
,,,,http://www.chrono24.com/patekphilippe/elisse-oro-bianco--id4123518.htm,Men's watch/Unisex,Patek Philippe,White Gold,Available now,,White gold,"Italy, savona",1975,,1 (mint),Manual winding
,,0948,,http://www.chrono24.com/patekphilippe/ellipse-18-karaat--id3905614.htm,,Patek Philippe,Leather,Available now,,Yellow gold,"Netherlands, Amsterdam",,,1 (mint),Manual winding
With papers,,5009,,http://www.chrono24.com/patekphilippe/gondolo--id5029120.htm,Men's watch/Unisex,Patek Philippe,Crocodile skin,Available now,,Yellow gold,"Italy, Bologna",1996,,1 (mint),Manual winding
With papers,,,,http://www.chrono24.com/patekphilippe/3729--id3786818.htm,Men's watch/Unisex,Patek Philippe,Yellow Gold,Available now,,Yellow gold,"Switzerland, Malans",1976,,1 (mint),Manual winding
With papers,Pink Gold,5980/1R,Gold,http://www.chrono24.com/patekphilippe/nautilus-chrono-rose-gold-59801r--id2898373.htm,,Patek Philippe,Pink Gold,Available now,Double-fold clasp,Pink gold,"Monaco, Monaco",2016,price on request,0 (unworn),Automatic
With papers,Platinum,5905P-010,Black,http://www.chrono24.com/patekphilippe/5905p-010-complication-annual-calendar-black-dial-platinum--id4416678.htm,Men's watch/Unisex,Patek Philippe,Crocodile skin,Available now,Buckle,Platinum,"Hong Kong SAR, Causeway Bay",,price on request,0 (unworn),Automatic
With papers,Pink Gold,5170R-010,Black,http://www.chrono24.com/patekphilippe/5170r-010-complication-chronograph-black-opaline-dial-rg--id5606166.htm,Men's watch/Unisex,Patek Philippe,Leather,Available now,Fold clasp,Pink gold,"Hong Kong SAR, Causeway Bay",2017,price on request,0 (unworn),Manual winding
With papers,,3944J,,http://www.chrono24.com/patekphilippe/calatrava--id4759437.htm,,Patek Philippe,Leather,Available now,,Yellow gold,"Malta, Valletta",1990s,,1 (mint),Quartz
,,3416,Black,http://www.chrono24.com/patekphilippe/calatrava-gold-18k--id5648333.htm,Men's watch/Unisex,Patek Philippe,Leather,Available now,Buckle,Yellow gold,"San Marino, Dogana",anni '60,,1 (mint),Manual winding
